State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Value_dollars
IOWA,19,EAST CENTRAL,60,LINN,113,CROP TOTALS,"161,954,000"
IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CROP TOTALS,"103,356,000"
IOWA,19,EAST CENTRAL,60,SCOTT,163,CROP TOTALS,"129,728,000"
IOWA,19,NORTH CENTRAL,20,BUTLER,23,CROP TOTALS,"182,959,000"
IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CROP TOTALS,"168,979,000"
IOWA,19,NORTH CENTRAL,20,FLOYD,67,CROP TOTALS,"154,879,000"
IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CROP TOTALS,"191,024,000"
IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CROP TOTALS,"188,950,000"
IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CROP TOTALS,"125,501,000"
IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CROP TOTALS,"319,352,000"
IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CROP TOTALS,"150,772,000"
IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CROP TOTALS,"130,702,000"
IOWA,19,NORTH CENTRAL,20,WORTH,195,CROP TOTALS,"124,367,000"
IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CROP TOTALS,"187,302,000"
IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CROP TOTALS,"66,738,000"
IOWA,19,NORTHEAST,30,BLACK HAWK,13,CROP TOTALS,"161,719,000"
IOWA,19,NORTHEAST,30,BREMER,17,CROP TOTALS,"136,590,000"
IOWA,19,NORTHEAST,30,BUCHANAN,19,CROP TOTALS,"186,505,000"
IOWA,19,NORTHEAST,30,CHICKASAW,37,CROP TOTALS,"148,092,000"
IOWA,19,NORTHEAST,30,CLAYTON,43,CROP TOTALS,"142,507,000"
IOWA,19,NORTHEAST,30,DELAWARE,55,CROP TOTALS,"188,158,000"
IOWA,19,NORTHEAST,30,DUBUQUE,61,CROP TOTALS,"128,304,000"
IOWA,19,NORTHEAST,30,FAYETTE,65,CROP TOTALS,"171,804,000"
IOWA,19,NORTHEAST,30,HOWARD,89,CROP TOTALS,"148,404,000"
IOWA,19,NORTHEAST,30,WINNESHIEK,191,CROP TOTALS,"141,368,000"
IOWA,19,NORTHWEST,10,BUENA VISTA,21,CROP TOTALS,"176,995,000"
IOWA,19,NORTHWEST,10,CHEROKEE,35,CROP TOTALS,"162,071,000"
IOWA,19,NORTHWEST,10,CLAY,41,CROP TOTALS,"163,609,000"
IOWA,19,NORTHWEST,10,DICKINSON,59,CROP TOTALS,"88,291,000"
IOWA,19,NORTHWEST,10,EMMET,63,CROP TOTALS,"117,253,000"
IOWA,19,NORTHWEST,10,LYON,119,CROP TOTALS,"190,522,000"
IOWA,19,NORTHWEST,10,O BRIEN,141,CROP TOTALS,"177,787,000"
IOWA,19,NORTHWEST,10,OSCEOLA,143,CROP TOTALS,"125,595,000"
IOWA,19,NORTHWEST,10,PALO ALTO,147,CROP TOTALS,"182,099,000"
IOWA,19,NORTHWEST,10,PLYMOUTH,149,CROP TOTALS,"250,275,000"
IOWA,19,NORTHWEST,10,POCAHONTAS,151,CROP TOTALS,"171,795,000"
IOWA,19,NORTHWEST,10,SIOUX,167,CROP TOTALS,"277,747,000"
IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CROP TOTALS,"26,420,000"
IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CROP TOTALS,"21,414,000"
IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CROP TOTALS,"35,812,000"
IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CROP TOTALS,"22,710,000"
IOWA,19,SOUTH CENTRAL,80,MADISON,121,CROP TOTALS,"71,608,000"
IOWA,19,SOUTH CENTRAL,80,MARION,125,CROP TOTALS,"84,162,000"
IOWA,19,SOUTH CENTRAL,80,MONROE,135,CROP TOTALS,"29,583,000"
IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,CROP TOTALS,"50,098,000"
IOWA,19,SOUTH CENTRAL,80,UNION,175,CROP TOTALS,"54,219,000"
IOWA,19,SOUTH CENTRAL,80,WARREN,181,CROP TOTALS,"67,084,000"
IOWA,19,SOUTH CENTRAL,80,WAYNE,185,CROP TOTALS,"53,161,000"
IOWA,19,SOUTHEAST,90,DAVIS,51,CROP TOTALS,"28,465,000"
IOWA,19,SOUTHEAST,90,DES MOINES,57,CROP TOTALS,"87,473,000"
IOWA,19,SOUTHEAST,90,HENRY,87,CROP TOTALS,"104,539,000"
IOWA,19,SOUTHEAST,90,JEFFERSON,101,CROP TOTALS,"67,941,000"
IOWA,19,SOUTHEAST,90,KEOKUK,107,CROP TOTALS,"112,540,000"
IOWA,19,SOUTHEAST,90,LEE,111,CROP TOTALS,"75,179,000"
IOWA,19,SOUTHEAST,90,LOUISA,115,CROP TOTALS,"93,408,000"
IOWA,19,SOUTHEAST,90,MAHASKA,123,CROP TOTALS,"121,758,000"
IOWA,19,SOUTHEAST,90,VAN BUREN,177,CROP TOTALS,"39,525,000"
IOWA,19,SOUTHEAST,90,WAPELLO,179,CROP TOTALS,"56,782,000"
IOWA,19,SOUTHEAST,90,WASHINGTON,183,CROP TOTALS,"137,547,000"
IOWA,19,SOUTHWEST,70,ADAIR,1,CROP TOTALS,"103,137,000"
IOWA,19,SOUTHWEST,70,ADAMS,3,CROP TOTALS,"64,146,000"
IOWA,19,SOUTHWEST,70,CASS,29,CROP TOTALS,"115,787,000"
IOWA,19,SOUTHWEST,70,FREMONT,71,CROP TOTALS,"130,776,000"
IOWA,19,SOUTHWEST,70,MILLS,129,CROP TOTALS,"96,648,000"
IOWA,19,SOUTHWEST,70,MONTGOMERY,137,CROP TOTALS,"111,554,000"
IOWA,19,SOUTHWEST,70,PAGE,145,CROP TOTALS,"134,674,000"
IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,CROP TOTALS,"285,817,000"
IOWA,19,SOUTHWEST,70,TAYLOR,173,CROP TOTALS,"84,304,000"
IOWA,19,WEST CENTRAL,40,AUDUBON,9,CROP TOTALS,"130,110,000"
IOWA,19,WEST CENTRAL,40,CALHOUN,25,CROP TOTALS,"176,368,000"
IOWA,19,WEST CENTRAL,40,CARROLL,27,CROP TOTALS,"178,324,000"
IOWA,19,WEST CENTRAL,40,CRAWFORD,47,CROP TOTALS,"221,363,000"
IOWA,19,WEST CENTRAL,40,GREENE,73,CROP TOTALS,"174,491,000"
IOWA,19,WEST CENTRAL,40,GUTHRIE,77,CROP TOTALS,"123,915,000"
IOWA,19,WEST CENTRAL,40,HARRISON,85,CROP TOTALS,"175,304,000"
IOWA,19,WEST CENTRAL,40,IDA,93,CROP TOTALS,"141,001,000"
IOWA,19,WEST CENTRAL,40,MONONA,133,CROP TOTALS,"154,271,000"
IOWA,19,WEST CENTRAL,40,SAC,161,CROP TOTALS,"183,141,000"
IOWA,19,WEST CENTRAL,40,SHELBY,165,CROP TOTALS,"196,147,000"
IOWA,19,WEST CENTRAL,40,WOODBURY,193,CROP TOTALS,"199,671,000"
KANSAS,20,CENTRAL,50,BARTON,9,CROP TOTALS,"75,111,000"
KANSAS,20,CENTRAL,50,DICKINSON,41,CROP TOTALS,"76,274,000"
KANSAS,20,CENTRAL,50,ELLIS,51,CROP TOTALS,"31,794,000"
KANSAS,20,CENTRAL,50,ELLSWORTH,53,CROP TOTALS,"26,884,000"
KANSAS,20,CENTRAL,50,LINCOLN,105,CROP TOTALS,"31,468,000"
KANSAS,20,CENTRAL,50,MARION,115,CROP TOTALS,"67,006,000"
KANSAS,20,CENTRAL,50,MCPHERSON,113,CROP TOTALS,"94,227,000"
KANSAS,20,CENTRAL,50,RICE,159,CROP TOTALS,"84,694,000"
KANSAS,20,CENTRAL,50,RUSH,165,CROP TOTALS,"41,335,000"
KANSAS,20,CENTRAL,50,RUSSELL,167,CROP TOTALS,"33,000,000"
KANSAS,20,CENTRAL,50,SALINE,169,CROP TOTALS,"38,816,000"
KANSAS,20,EAST CENTRAL,80,ANDERSON,3,CROP TOTALS,"80,868,000"
KANSAS,20,EAST CENTRAL,80,CHASE,17,CROP TOTALS,"18,710,000"
KANSAS,20,EAST CENTRAL,80,COFFEY,31,CROP TOTALS,"46,874,000"
KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,CROP TOTALS,"50,494,000"
KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,CROP TOTALS,"75,773,000"
KANSAS,20,EAST CENTRAL,80,GEARY,61,CROP TOTALS,"14,871,000"
KANSAS,20,EAST CENTRAL,80,JOHNSON,91,CROP TOTALS, na
KANSAS,20,EAST CENTRAL,80,LINN,107,CROP TOTALS,"41,143,000"
KANSAS,20,EAST CENTRAL,80,LYON,111,CROP TOTALS,"60,319,000"
KANSAS,20,EAST CENTRAL,80,MIAMI,121,CROP TOTALS,"53,030,000"
KANSAS,20,EAST CENTRAL,80,MORRIS,127,CROP TOTALS,"36,832,000"
KANSAS,20,EAST CENTRAL,80,OSAGE,139,CROP TOTALS,"66,913,000"
KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,CROP TOTALS,"39,209,000"
KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,CROP TOTALS,"25,241,000"
KANSAS,20,NORTH CENTRAL,40,CLAY,27,CROP TOTALS,"81,842,000"
KANSAS,20,NORTH CENTRAL,40,CLOUD,29,CROP TOTALS,"57,157,000"
KANSAS,20,NORTH CENTRAL,40,JEWELL,89,CROP TOTALS,"85,519,000"
KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,CROP TOTALS,"68,313,000"
KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,CROP TOTALS,"44,531,000"
KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,CROP TOTALS,"50,630,000"
KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,CROP TOTALS,"58,668,000"
KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,CROP TOTALS,"97,391,000"
KANSAS,20,NORTH CENTRAL,40,ROOKS,163,CROP TOTALS,"49,140,000"
KANSAS,20,NORTH CENTRAL,40,SMITH,183,CROP TOTALS,"98,054,000"
KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,CROP TOTALS,"87,087,000"
KANSAS,20,NORTHEAST,70,ATCHISON,5,CROP TOTALS,"66,913,000"
KANSAS,20,NORTHEAST,70,BROWN,13,CROP TOTALS,"112,057,000"
KANSAS,20,NORTHEAST,70,DONIPHAN,43,CROP TOTALS,"76,581,000"
KANSAS,20,NORTHEAST,70,JACKSON,85,CROP TOTALS,"40,215,000"
KANSAS,20,NORTHEAST,70,JEFFERSON,87,CROP TOTALS,"44,922,000"
KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,CROP TOTALS,"30,916,000"
KANSAS,20,NORTHEAST,70,MARSHALL,117,CROP TOTALS,"92,882,000"
KANSAS,20,NORTHEAST,70,NEMAHA,131,CROP TOTALS,"76,127,000"
KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,CROP TOTALS,"41,818,000"
KANSAS,20,NORTHEAST,70,RILEY,161,CROP TOTALS,"32,541,000"
KANSAS,20,NORTHEAST,70,WYANDOTTE,209,CROP TOTALS,"4,772,000"
KANSAS,20,NORTHWEST,10,CHEYENNE,23,CROP TOTALS,"67,858,000"
KANSAS,20,NORTHWEST,10,DECATUR,39,CROP TOTALS,"47,276,000"
KANSAS,20,NORTHWEST,10,GRAHAM,65,CROP TOTALS,"44,509,000"
KANSAS,20,NORTHWEST,10,NORTON,137,CROP TOTALS,"61,637,000"
KANSAS,20,NORTHWEST,10,RAWLINS,153,CROP TOTALS,"66,834,000"
KANSAS,20,NORTHWEST,10,SHERIDAN,179,CROP TOTALS,"88,556,000"
KANSAS,20,NORTHWEST,10,SHERMAN,181,CROP TOTALS,"101,362,000"
KANSAS,20,NORTHWEST,10,THOMAS,193,CROP TOTALS,"131,930,000"
KANSAS,20,SOUTH CENTRAL,60,BARBER,7,CROP TOTALS,"38,214,000"
KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,CROP TOTALS,"16,377,000"
KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,CROP TOTALS,"69,831,000"
KANSAS,20,SOUTH CENTRAL,60,HARPER,77,CROP TOTALS,"46,835,000"
KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,CROP TOTALS,"80,360,000"
KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,CROP TOTALS,"49,504,000"
KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,CROP TOTALS,"53,633,000"
KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,CROP TOTALS,"77,313,000"
KANSAS,20,SOUTH CENTRAL,60,PRATT,151,CROP TOTALS,"91,232,000"
KANSAS,20,SOUTH CENTRAL,60,RENO,155,CROP TOTALS,"115,991,000"
KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,CROP TOTALS,"94,977,000"
KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,CROP TOTALS,"82,480,000"
KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,CROP TOTALS,"136,753,000"
KANSAS,20,SOUTHEAST,90,ALLEN,1,CROP TOTALS,"31,210,000"
KANSAS,20,SOUTHEAST,90,BOURBON,11,CROP TOTALS,"24,925,000"
KANSAS,20,SOUTHEAST,90,BUTLER,15,CROP TOTALS,"78,928,000"
KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,CROP TOTALS,"10,317,000"
KANSAS,20,SOUTHEAST,90,CHEROKEE,21,CROP TOTALS,"81,160,000"
KANSAS,20,SOUTHEAST,90,COWLEY,35,CROP TOTALS,"53,986,000"
KANSAS,20,SOUTHEAST,90,CRAWFORD,37,CROP TOTALS,"62,355,000"
KANSAS,20,SOUTHEAST,90,ELK,49,CROP TOTALS,"8,119,000"
KANSAS,20,SOUTHEAST,90,GREENWOOD,73,CROP TOTALS,"17,293,000"
KANSAS,20,SOUTHEAST,90,LABETTE,99,CROP TOTALS,"65,732,000"
KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,CROP TOTALS,"55,775,000"
KANSAS,20,SOUTHEAST,90,NEOSHO,133,CROP TOTALS,"45,836,000"
KANSAS,20,SOUTHEAST,90,WILSON,205,CROP TOTALS,"49,704,000"
KANSAS,20,SOUTHEAST,90,WOODSON,207,CROP TOTALS,"27,749,000"
KANSAS,20,SOUTHWEST,30,CLARK,25,CROP TOTALS,"14,987,000"
KANSAS,20,SOUTHWEST,30,FINNEY,55,CROP TOTALS,"181,137,000"
KANSAS,20,SOUTHWEST,30,FORD,57,CROP TOTALS,"108,771,000"
KANSAS,20,SOUTHWEST,30,GRANT,67,CROP TOTALS,"80,280,000"
KANSAS,20,SOUTHWEST,30,GRAY,69,CROP TOTALS,"119,343,000"
KANSAS,20,SOUTHWEST,30,HAMILTON,75,CROP TOTALS,"41,273,000"
KANSAS,20,SOUTHWEST,30,HASKELL,81,CROP TOTALS,"106,168,000"
KANSAS,20,SOUTHWEST,30,HODGEMAN,83,CROP TOTALS,"39,927,000"
KANSAS,20,SOUTHWEST,30,KEARNY,93,CROP TOTALS,"76,465,000"
KANSAS,20,SOUTHWEST,30,MEADE,119,CROP TOTALS,"90,381,000"
KANSAS,20,SOUTHWEST,30,MORTON,129,CROP TOTALS,"40,054,000"
KANSAS,20,SOUTHWEST,30,SEWARD,175,CROP TOTALS,"80,237,000"
KANSAS,20,SOUTHWEST,30,STANTON,187,CROP TOTALS,"72,702,000"
KANSAS,20,SOUTHWEST,30,STEVENS,189,CROP TOTALS,"109,942,000"
KANSAS,20,WEST CENTRAL,20,GOVE,63,CROP TOTALS,"59,795,000"
KANSAS,20,WEST CENTRAL,20,GREELEY,71,CROP TOTALS,"60,096,000"
KANSAS,20,WEST CENTRAL,20,LANE,101,CROP TOTALS, na
KANSAS,20,WEST CENTRAL,20,LOGAN,109,CROP TOTALS,"47,726,000"
KANSAS,20,WEST CENTRAL,20,NESS,135,CROP TOTALS,"37,301,000"
KANSAS,20,WEST CENTRAL,20,SCOTT,171,CROP TOTALS,"86,926,000"
KANSAS,20,WEST CENTRAL,20,TREGO,195,CROP TOTALS,"34,036,000"
KANSAS,20,WEST CENTRAL,20,WALLACE,199,CROP TOTALS,"55,821,000"
KANSAS,20,WEST CENTRAL,20,WICHITA,203,CROP TOTALS,"71,507,000"
KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,CROP TOTALS,"4,262,000"
KENTUCKY,21,BLUEGRASS,50,BATH,11,CROP TOTALS,"5,649,000"
KENTUCKY,21,BLUEGRASS,50,BOURBON,17,CROP TOTALS,"45,862,000"
KENTUCKY,21,BLUEGRASS,50,BOYLE,21,CROP TOTALS,"6,453,000"
KENTUCKY,21,BLUEGRASS,50,CLARK,49,CROP TOTALS,"15,468,000"
KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,CROP TOTALS,"12,708,000"
KENTUCKY,21,BLUEGRASS,50,FLEMING,69,CROP TOTALS,"18,669,000"
KENTUCKY,21,BLUEGRASS,50,FRANKLIN,73,CROP TOTALS,"7,971,000"
KENTUCKY,21,BLUEGRASS,50,GARRARD,79,CROP TOTALS,"11,334,000"
KENTUCKY,21,BLUEGRASS,50,HARRISON,97,CROP TOTALS,"20,305,000"
KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,CROP TOTALS,"5,892,000"
KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,CROP TOTALS,"18,577,000"
KENTUCKY,21,BLUEGRASS,50,MADISON,151,CROP TOTALS,"7,743,000"
KENTUCKY,21,BLUEGRASS,50,MASON,161,CROP TOTALS,"19,894,000"
KENTUCKY,21,BLUEGRASS,50,MERCER,167,CROP TOTALS,"12,034,000"
KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,CROP TOTALS,"5,690,000"
KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,CROP TOTALS,"12,797,000"
KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,CROP TOTALS,"1,118,000"
KENTUCKY,21,BLUEGRASS,50,SCOTT,209,CROP TOTALS,"15,621,000"
KENTUCKY,21,BLUEGRASS,50,SHELBY,211,CROP TOTALS,"48,735,000"
KENTUCKY,21,BLUEGRASS,50,SPENCER,215,CROP TOTALS,"13,736,000"
KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,CROP TOTALS,"12,015,000"
KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,CROP TOTALS,"12,812,000"
KENTUCKY,21,CENTRAL,30,ADAIR,1,CROP TOTALS,"18,138,000"
KENTUCKY,21,CENTRAL,30,ALLEN,3,CROP TOTALS,"23,415,000"
KENTUCKY,21,CENTRAL,30,BARREN,9,CROP TOTALS,"48,692,000"
KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,CROP TOTALS,"46,772,000"
KENTUCKY,21,CENTRAL,30,BULLITT,29,CROP TOTALS,"4,360,000"
KENTUCKY,21,CENTRAL,30,BUTLER,31,CROP TOTALS,"27,316,000"
KENTUCKY,21,CENTRAL,30,CASEY,45,CROP TOTALS,"16,151,000"
KENTUCKY,21,CENTRAL,30,CLINTON,53,CROP TOTALS,"3,045,000"
KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,CROP TOTALS,"4,907,000"
KENTUCKY,21,CENTRAL,30,EDMONSON,61,CROP TOTALS,"11,231,000"
KENTUCKY,21,CENTRAL,30,GRAYSON,85,CROP TOTALS,"22,253,000"
KENTUCKY,21,CENTRAL,30,GREEN,87,CROP TOTALS,"31,627,000"
KENTUCKY,21,CENTRAL,30,HARDIN,93,CROP TOTALS,"41,527,000"
KENTUCKY,21,CENTRAL,30,HART,99,CROP TOTALS,"18,987,000"
KENTUCKY,21,CENTRAL,30,JEFFERSON,111,CROP TOTALS,"4,998,000"
KENTUCKY,21,CENTRAL,30,LARUE,123,CROP TOTALS,"32,431,000"
KENTUCKY,21,CENTRAL,30,MARION,155,CROP TOTALS,"27,256,000"
KENTUCKY,21,CENTRAL,30,MEADE,163,CROP TOTALS,"28,007,000"
KENTUCKY,21,CENTRAL,30,METCALFE,169,CROP TOTALS,"20,433,000"
KENTUCKY,21,CENTRAL,30,MONROE,171,CROP TOTALS,"17,054,000"
KENTUCKY,21,CENTRAL,30,NELSON,179,CROP TOTALS,"42,049,000"
KENTUCKY,21,CENTRAL,30,RUSSELL,207,CROP TOTALS,"8,244,000"
KENTUCKY,21,CENTRAL,30,TAYLOR,217,CROP TOTALS,"22,710,000"
KENTUCKY,21,CENTRAL,30,WARREN,227,CROP TOTALS,"60,417,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,CROP TOTALS,"245,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,CROP TOTALS,"451,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,CROP TOTALS,"302,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,CROP TOTALS,"2,199,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,CROP TOTALS,"3,923,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,CROP TOTALS,"1,001,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,CROP TOTALS,"1,451,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,CROP TOTALS,"349,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,CROP TOTALS,"2,915,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,HARLAN,95,CROP TOTALS,"146,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,CROP TOTALS,"2,023,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,CROP TOTALS,"210,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOTT,119,CROP TOTALS,"35,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOX,121,CROP TOTALS,"1,347,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,CROP TOTALS,"6,663,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,CROP TOTALS,"513,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,CROP TOTALS,"351,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LESLIE,131,CROP TOTALS,"23,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,CROP TOTALS,"61,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEWIS,135,CROP TOTALS,"8,721,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,CROP TOTALS,"796,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,MARTIN,159,CROP TOTALS,"23,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,CROP TOTALS,"601,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,CROP TOTALS,"663,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,CROP TOTALS,"2,219,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,CROP TOTALS,"828,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,PERRY,193,CROP TOTALS,"90,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,CROP TOTALS,"369,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,CROP TOTALS,"1,984,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,CROP TOTALS,"25,069,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,CROP TOTALS,"2,891,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,CROP TOTALS,"1,661,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,CROP TOTALS,"9,971,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,CROP TOTALS,"2,073,000"
KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,CROP TOTALS,"837,000"
KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,CROP TOTALS,"40,197,000"
KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,CROP TOTALS,"166,545,000"
KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,CROP TOTALS,"27,420,000"
KENTUCKY,21,MIDWESTERN,20,DAVIESS,59,CROP TOTALS,"119,690,000"
KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,CROP TOTALS,"8,335,000"
KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,CROP TOTALS,"86,857,000"
KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,CROP TOTALS,"38,983,000"
KENTUCKY,21,MIDWESTERN,20,LOGAN,141,CROP TOTALS,"104,697,000"
KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,CROP TOTALS,"56,751,000"
KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,CROP TOTALS,"28,616,000"
KENTUCKY,21,MIDWESTERN,20,OHIO,183,CROP TOTALS,"37,715,000"
KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,CROP TOTALS,"50,943,000"
KENTUCKY,21,MIDWESTERN,20,TODD,219,CROP TOTALS,"82,953,000"
KENTUCKY,21,MIDWESTERN,20,UNION,225,CROP TOTALS,"100,706,000"
KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,CROP TOTALS,"53,150,000"
KENTUCKY,21,NORTHERN,40,BOONE,15,CROP TOTALS,"11,551,000"
KENTUCKY,21,NORTHERN,40,BRACKEN,23,CROP TOTALS,"6,454,000"
KENTUCKY,21,NORTHERN,40,CAMPBELL,37,CROP TOTALS,"3,434,000"
KENTUCKY,21,NORTHERN,40,CARROLL,41,CROP TOTALS,"3,349,000"
KENTUCKY,21,NORTHERN,40,GALLATIN,77,CROP TOTALS,"6,634,000"
KENTUCKY,21,NORTHERN,40,GRANT,81,CROP TOTALS,"5,907,000"
KENTUCKY,21,NORTHERN,40,HENRY,103,CROP TOTALS,"16,511,000"
KENTUCKY,21,NORTHERN,40,KENTON,117,CROP TOTALS,"2,872,000"
KENTUCKY,21,NORTHERN,40,OLDHAM,185,CROP TOTALS,"8,554,000"
KENTUCKY,21,NORTHERN,40,OWEN,187,CROP TOTALS,"13,117,000"
KENTUCKY,21,NORTHERN,40,PENDLETON,191,CROP TOTALS,"6,070,000"
KENTUCKY,21,NORTHERN,40,TRIMBLE,223,CROP TOTALS,"9,688,000"
KENTUCKY,21,PURCHASE,10,BALLARD,7,CROP TOTALS,"38,125,000"
KENTUCKY,21,PURCHASE,10,CALLOWAY,35,CROP TOTALS,"58,632,000"
KENTUCKY,21,PURCHASE,10,CARLISLE,39,CROP TOTALS,"38,091,000"
KENTUCKY,21,PURCHASE,10,FULTON,75,CROP TOTALS,"44,390,000"
KENTUCKY,21,PURCHASE,10,GRAVES,83,CROP TOTALS,"102,810,000"
KENTUCKY,21,PURCHASE,10,HICKMAN,105,CROP TOTALS,"56,917,000"
KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,CROP TOTALS,"15,405,000"
KENTUCKY,21,PURCHASE,10,LYON,143,CROP TOTALS,"5,340,000"
KENTUCKY,21,PURCHASE,10,MARSHALL,157,CROP TOTALS,"17,051,000"
KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,CROP TOTALS,"22,378,000"
KENTUCKY,21,PURCHASE,10,TRIGG,221,CROP TOTALS,"43,877,000"
LOUISIANA,22,CENTRAL,50,AVOYELLES,9,CROP TOTALS,"93,793,000"
